ent_num,alt_num,alt_type,alt_name,alt_remarks
18749,29456,fka,NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,
18749,55120,aka,SBERBANK PPF JSC,
18750,29458,aka,LLC INSURANCE COMPANY SBERBANK INSURANCE,
18750,29459,aka,SBERBANK STRAHOVANIE OOO SK,
18750,29460,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,
18750,29461,aka,SK SBERBANK STRAHOVANIE LLC,
18750,29462,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK OBSHCHEE STRAKHOVANIE,
18750,55056,aka,SBERBANK INSURANCE IC LLC,
18750,55057,aka,STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,
18750,55058,aka,SBERBANK INSURANCE COMPANY LTD,
18751,29464,aka,LLC INSURANCE BROKER OF SBERBANK,
18751,29465,aka,SBERBANK INSURANCE BROKER LLC,
18751,29466,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI BROKER SBERBANKA,
18751,29467,aka,OOO STRAKHOVOI BROKER SBERBANKA,
18752,29469,aka,LLL KORUS CONSULTING CIS,
18752,29470,aka,"KORUS KONSALTING SNG, OOO",
18752,29471,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KORUS KONSALTING SNG,
18768,29485,aka,RT GLOBAL RESOURCES,
18768,29486,aka,RT - GLOBAL RESOURCES LIMITED LIABILITY COMPANY,
18769,56466,aka,AKTSIONERNOE OBSHCHESTVO NPO VYSOKOTOCHNYE KOMPLEKSY,
18769,56467,aka,HIGH PRECISION WEAPONS JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ASSOCIATION,
18769,56468,aka,"NPO VYSOKOTOCHNYE KOMPLEKSY, AO",
18769,56469,aka,JSC NPO VYSOKOTOCHNYE KOMPLEKSY,
18770,29503,aka,JSC RUSELECTRONICS,
18770,59392,aka,AO ROSELEKTRONIKA,
18770,59393,aka,JSC RUSSIAN ELECTRONICS,
18771,29509,aka,JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TECHNOPROMEXPORT,
18771,29510,aka,TECHNOPROMEXPORT FOREIGN ECONOMIC ASSOCIATION OPEN JOINT STOCK COMPANY,
18771,29511,aka,"VO TEKHNOPROMEKSPORT, OAO",
18771,29512,aka,TECHNOPROMEXPORT OJSC,
18771,29513,aka,OJSC TECHNOPROMEXPORT,
18772,29517,aka,OJSC MACHINE ENGINEERING TECHNOLOGIES,
18772,29521,aka,SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING OJSC,
18772,29522,aka,JOINT STOCK COMPANY SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING,
18772,29523,aka,JSC SPC TECHMASH,
18772,29526,aka,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNY KONTSERN TEKHNOLOGII MASHINOSTROENIYA,
18773,29528,aka,JOINT STOCK COMPANY CONCERN OF AVIATION EQUIPMENT,
18773,29529,aka,"KONTSERN AVIATSIONNOE OBORUDOVANIE, OAO",
18773,29530,aka,AVIATION EQUIPMENT CONCERN OPEN JOINT STOCK COMPANY,
18773,29531,aka,AVIATION EQUIPMENT HOLDING,
18774,59279,aka,JSC TEKHNODINAMIKA,
18774,59280,aka,AKTSIONERNOE OBSCHESTVO TEKHNODINAMIKA,
18774,59281,aka,AO TEKHNODINAMIKA,
18774,59282,aka,TEKNODINAMIKA JSC,
18774,59283,aka,JOINT STOCK COMPANY AVIATION EQUIPMENT,
18775,29538,aka,"RT-STANKOINSTRUMENT, OAO",
18775,29539,aka,OPEN JOINT STOCK COMPANY RT-STANKOINSTRUMENT,
18775,29540,aka,OJSC STANKOINSTRUMENT,
18775,29541,aka,RT-STANKOINSTRUMENT,
18776,29543,aka,JOINT STOCK COMPANY RT-CHEMICAL TECHNOLOGIES AND COMPOSITE MATERIALS,
18776,29544,aka,"RT-KHIMKOMPOZIT, AO",
18776,29545,aka,RT-KHIMKOMPOZIT OAO,
18776,29546,aka,RT-KHIMKOMPOZIT OJSC,
18776,29547,aka,RT-CHEMICAL AND COMPOSITE TECHNOLOGIES AND MATERIALS,
18776,29548,aka,OAO JSC CHEMCOMPOSITE,
18776,29549,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT KHIMICHESKIE TECHNOLOGIES I KOMPOZITSIONNYE MATERIALY,
18776,29550,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT KHIMICHESKIE I KOMPOZITSIONNYE TECHNOLOGIES I MATERIALY,
18777,29552,aka,"RT-BIOTEKHPROM, AO",
18777,29553,aka,RT-BIOTECHPROM,
18777,29554,aka,RT-BIOTECHPROM OJSC,
18778,29559,aka,RT-AVTO OJSC,
18778,29560,aka,RT-AUTO OPEN JOINT STOCK COMPANY,
18779,59276,aka,AKTSIONERNOE OBSHCHESTVO SHVABE,
18779,59277,aka,AO SHVABE,
18779,59278,fka,SHVABE PAO,
18780,29567,aka,"PROMINVEST, OOO",
18780,29568,aka,PROMINVEST LIMITED LIABILITY COMPANY,
18781,29570,aka,OPK OBORONPROM OAO,
18781,29571,aka,UNITED INDUSTRIAL CORPORATION OBORONPROM OJSC,
18781,29572,aka,UNITED INDUSTRIAL DEFENCE CORPORATION OBORONPROM,
18781,29573,aka,OPK OBORONPROM,
18781,29574,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OBEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM,
18782,29576,aka,RUSSIAN DEFENSE EXPORT ROSOBORONEXPORT,
18782,29577,aka,ROSOBORONEXPORT JSC,
18782,29578,aka,ROSOBORONEKSPORT OJSC,
18783,29582,aka,CONCERN SIRIUS JOINT STOCK COMPANY,
18783,29583,aka,JSC SIRIUS,
18784,29586,aka,AKTSIONERNY KOMMERCHESKI BANK NOVIKOMBANK AKTSIONERNOE OBSHCHESTVO,
18784,29587,aka,AO AKB NOVIKOMBANK,
18784,54935,aka,JOINT STOCK COMMERCIAL BANK NOVIKOMBANK JOINT STOCK COMPANY,
18784,54936,aka,NOVIKOMBANK JCSB,
18784,54938,fka,NOVIKOMBANK AO,
18785,29590,aka,"RT-OKHRANA, AO",
18785,29591,aka,RT-OKHRANA ZAO,
18785,29592,aka,ZAO RT-OKHRANA,
18785,29593,aka,JOINT STOCK COMPANY RT-GUARD,
18785,29804,aka,RT-OKHRANA,
18786,29596,aka,"TEKHNOLOGII BEZOPASNOSTI, OAO",
18786,29597,aka,JOINT STOCK COMPANY SECURITY TECHNOLOGIES,
18787,29600,aka,JSC-UNITED-INSTRUMENT-MANUFACTURING-CORPORATION,
18788,59395,aka,RT-INFORM LLC,
18789,29607,aka,ORION CONCERN OPEN JOINT STOCK COMPANY,
18789,29608,aka,OPEN JOINT-STOCK COMPANY KONTSERN ORION,
18790,29610,aka,OPEN JOINT-STOCK COMPANY RT-METALLURGIYA,
18790,29611,aka,RT-METALLURGY OPEN JOINT STOCK COMPANY,
18791,29613,aka,AIRCRAFT ENGINEERING CONCERN OPEN JOINT STOCK COMPANY,
18792,29616,aka,90 EXPERIMENTAL PLANT OPEN JOINT STOCK COMPANY,
18792,29617,aka,OPEN JOINT-STOCK COMPANY 90 EKSPERIMENTALNIY ZAVOD,
18793,29619,aka,"TSKB RM, AO",
18793,29620,aka,OPEN JOINT-STOCK COMPANY CENTRAL DESIGN OFFICE OF RADIOMATERIALS,
18793,29621,aka,CENTRAL DESIGN BUREAU OF SPECIAL RADIO MATERIALS OPEN JOINT STOCK COMPANY,
18793,29622,aka,OPEN JOINT STOCK COMPANY TSENTRALNOYE KONSTRUKTORSKOYE BYURO SPETSIALNYKH RADIOMATERIALOV,
18793,29623,fka,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE TSENTRALNOE KONSTRUKTORSKOE BYURO SPETSIALNYKH RADIOMATERIALOV,
18794,29625,aka,MOSCOW MECHANICAL EXPERIMENTAL PLANT - COMPOSITE TECHNOLOGIES OPEN JOINT STOCK COMPANY,
18794,29626,aka,JOINT STOCK COMPANY MOSKOW EXPERIMENTAL MACHINE-BUILDING PLANT - COMPOSITE TECHNOLOGIES,
18794,29627,aka,MMEZ-KT-OAO,
18794,29628,aka,"MMEZ-KT, AO",
18794,29629,aka,MMEZ-KT OJSC,
18794,29630,aka,MOSKOVSKIY MEKHANICHESKIY EKSPERIMENTALNIY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII,
18794,29631,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO MOSKOVSKI MEKHANICHESKI EKSPEREMENTALNY ZAVOD,
18795,29635,aka,NOVO VYATKA OPEN JOINT STOCK COMPANY,
18808,29645,aka,"NPO OPTIKA, AO",
18808,29646,aka,OPEN JOINT STOCK COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE OPTIKA,
18808,29647,aka,FEDERAL STATE UNITARY ENTERPRISE SCIENTIFIC AND PRODUCTION ASSOCIATION OPTIKA,
18808,29648,fka,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE NAUCHNO PROIZVODSTVENNOE OBEDINENIE OPTIKA,
18809,29650,aka,"VO STANKOIMPORT, OAO",
18809,29651,aka,OPEN JOINT-STOCK COMPANY FOREIGN TRADE ENTERPRISE STANKOIMPORT,
18809,29652,aka,STANKOIMPORT FOREIGN TRADE ASSOCIATION OPEN JOINT STOCK COMPANY,
18809,29653,aka,VO STANKOIMPORT OJSC,
18810,29655,aka,"NPO LUCH, OAO",
18810,29656,aka,JOINT STOCK COMPANY NOVOSIBIRSK PRODUCTION AMALGAMATION LUCH,
18810,29657,fka,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE NOVOSIBIRSKOE PROIZVODSTVENNOE OB EDINENIE LUCH,
18811,29659,aka,"NPO SPLAV, OAO",
18811,29660,aka,OPEN JOINT-STOCK COMPANY SPLAV STATE AND RESEARCH PRODUCTION ASSOCIATION,
18811,29661,aka,SPLAV SCIENTIFIC PRODUCTION ASSOCIATION OPEN JOINT STOCK COMPANY,
18811,29662,aka,OPEN JOINT-STOCK COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE SPLAV,
18812,29664,aka,OPEN JOINT STOCK COMPANY NOVOVYATSK MECHANICAL PLANT,
18812,29665,aka,OPEN JOINT-STOCK COMPANY NOVOVYATSKIY MEKHANICHESKIY ZAVOD,
18812,29666,aka,NOVOVYATSKI MEKHANICHESKI ZAVOD OAO,
18813,29670,aka,"RT-ENERGO, OOO",
18813,29671,aka,RT-ENERGO LLC,
18813,29672,aka,RT-ENERGY EFFICIENCY LIMITED LIABILITY COMPANY,
18813,29673,aka,RT-ENERGOEFFEKTIVNOST LIMITED LIABILITY COMPANY,
18814,29676,aka,KALINOVO CHEMICAL PLANT OPEN JOINT STOCK COMPANY,
18814,29677,aka,OPEN JOINT-STOCK COMPANY KALINOVSKIY KHIMICHESKIY ZAVOD,
18814,29678,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA KALINOVSKI KHIMICHEKI ZAVOD,
18815,29680,aka,NOVOSIBIRSK FACTORY OF SEMICONDUCTOR DEVICES WITH THE SPECIAL DESIGN CENTRE PUBLIK JOINT STOCK COMPANY,
18815,29681,aka,NZPP S OKB OJSC,
18815,29682,aka,"NZP POLUPROVODNIKOVYKH PRIBOROV S OKB, AO",
18815,29683,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKI ZAVOD POLUPROVODNIKOVYKH PRIBOROV S OKB,
18816,29685,aka,"RT-STROITELNYE TEKHNOLOGII, AO",
18816,29686,aka,RT-STROITELNYE TECHNOLOGIES OAO,
18816,29687,aka,OPEN JOINT-STOCK COMPANY RT-STROITELNYYE TEKHNOLOGII,
18816,29688,aka,JOINT STOCK COMPANY RT-CONSTRUCTION TECHNOLOGIES,
18817,29690,aka,MAYAK MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY,
18817,29691,aka,MASHINOSTROITELNIY ZAVOD MAYAK,
18817,29692,aka,OPEN JOINT-STOCK COMPANY MASHINOSTROITELNIY ZAVOD MAYAK,
18818,29694,aka,ULYANOVSKIY GIPROAVIAPROM OJSC,
18818,29695,aka,ULYANOVSK STATE DESIGN AND ENGINEERING INSTITUTE FOR AVIATION INDUSTRY OPEN JOINT STOCK COMPANY,
18818,29696,aka,OPEN JOINT-STOCK COMPANY ULYANOVSKIY GOSUDARSTVENNIY PROYEKTNO-KONSTRUKTORSKIY INSTITUT AVIATSIONNOY PROMYSHLENNOSTI,
18819,29698,aka,UNITED ENGINE CORPORATION JSC,
18819,29700,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO UPRAVLYAYUSHCHAYA KOMPANIYA OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA,
18820,29702,aka,RUSSIAN HELICOPTERS JOINT STOCK COMPANY,
18820,29703,aka,OPEN JOINT STOCK COMPANY RUSSIAN HELICOPTERS,
18820,56300,aka,JSC RUSSIAN HELICOPTERS,
18820,56301,aka,JOINT STOCK COMPANY RUSSIAN HELICOPTERS,
18820,56302,aka,AKTSIONERNOE OBSHCHESTVO VERTOLETY ROSSII,
19468,30628,aka,GAZPROM DOBYCHA YAMBURG,
19468,30629,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA YAMBURG',
19469,30631,aka,GAZPROM TRANSGAZ YUGORSK,
19469,30632,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ YUGORSK',
19469,30633,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU TYUMENTRANSGAZ,
19470,30635,aka,NIIGAZECONOMIKA,
19470,30636,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NAUCHNOISSLEDOVATELSKI INSTITUT EKONOMIKI I ORGANIZATSII UPRAVLENIYA V GAZOVOIPROMYSHLENNOSTI',
19471,30638,aka,GAZPROM TRANSGAZ SAINT PETERSBURG,
19471,30639,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SANKT-PETERBURG',
19472,30641,aka,GAZPROM TRANSGAZ STAVROPOL,
19472,30642,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ STAVROPOL',
19542,30728,aka,GAZPROM RUSSKAYA,
19542,30729,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM RUSSKAYA',
19542,30730,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KOVYKTNEFTEGAZ,
19543,30732,aka,GAZPROM ENERGO,
19543,30733,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM ENERGO',
19544,30735,aka,GAZPROM DOBYCHA NADYM,
19544,30736,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA NADYM',
19545,30738,aka,GAZPROM SVYAZ,
19545,30739,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM SVYAZ',
19546,30741,aka,GAZPROM MEZHREGIONGAZ,
19546,30742,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM MEZHREGIONGAZ',
19631,30829,aka,GAZPROM DOBYCHA KUZNETSK,
19631,30830,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA KUZNETSK',
19632,30832,aka,GAZPROM TRANSGAZ UKHTA,
19632,30833,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ UKHTA',
19633,30835,aka,GAZPROM TRANSGAZ KAZAN,
19633,30836,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ KAZAN',
19634,30838,aka,GAZPROM TRANSGAZ SARATOV,
19634,30839,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SARATOV',
19635,30841,aka,GAZPROM SOTSINVEST,
19635,30842,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM SOTSINVEST',
19635,30843,fka,GAZPROMINVESTARENA OOO,
19636,30845,aka,GAZPROM DOBYCHA NOYABRSK,
19636,30846,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA NOYABRSK',
19637,30848,aka,GAZPROM GAZOBEZOPASNOST,
19637,30849,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM GAZOBEZOPASNOST',
19638,30852,aka,GAZPROM FLOT,
19638,30853,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM FLOT',
19638,30854,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZFLOT,
19639,30856,aka,GAZ-OIL,
19639,30857,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZ-OIL',
19639,30858,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO GAZ OIL,
19640,30860,aka,GAZPROM INVEST,
19640,30861,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM INVEST',
19641,30863,aka,GAZPROM TSENTRREMONT,
19641,30864,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TSENTRREMONT',
19642,30866,aka,GAZPROM DOBYCHA KRASNODAR,
19642,30867,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA KRASNODAR',
19643,30869,aka,GAZPROM TRANSGAZ KRASNODAR,
19643,30870,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ KRASNODAR',
19644,30872,aka,GAZPROM PERSONAL,
19644,30873,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM PERSONAL',
19645,30875,aka,GAZPROM PERERABOTKA,
19645,30876,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM PERERABOTKA',
19646,30878,aka,GAZPROM TRANSGAZ VOLGOGRAD,
19646,30879,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ VOLGOGRAD',
19647,30881,aka,GAZPROM TRANSGAZ TOMSK,
19647,30882,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ TOMSK',
19648,30884,aka,GAZPROM TRANSGAZ SURGUT,
19648,30885,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SURGUT',
19649,30887,aka,GAZPROM TRANSGAZ NIZHNY NOVGOROD,
19649,30888,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ NIZHNI NOVGOROD',
19650,30890,aka,GAZPROM GAZNADZOR,
19650,30891,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM GAZNADZOR',
19652,30897,aka,GAZPROM KOMPLEKTATSIYA,
19652,30898,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM KOMPLEKTATSIYA',
19653,30900,aka,GAZPROM VNIIGAZ,
19653,30901,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NAUCHNO-ISSLEDOVATELSKI INSTITUT PRIRODNYKH GAZOV I GAZOVYKH TEKHNOLOGI - GAZPROM VNIIGAZ',
19653,66213,aka,LLC VNIIGAZ,
19654,30903,aka,GAZPROM TELECOM,
19654,30904,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TELEKOM',
19654,30905,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO GAZTELEKOM,
19670,30921,aka,GAZPROM INFORM,
19670,30922,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM INFORM',
19670,30923,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO INFORMGAZINVEST,
19672,30928,aka,GAZPROM DOBYCHA IRKUTSK,
19672,30930,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA IRKUTSK',
19672,30932,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO IRKUTSKGAZPROM,
19673,30937,aka,GAZMASH,
19673,30938,aka,AKTSIONERNOE OBSHCHESTVO 'GAZMASH',
19673,30939,fka,DOCHERNEE OTKRYTOE AKTSIONERNOE OBSHCHESTVO GAZMASH OTKRYTOGO AKTSIONERNOGO OBSHCHESTVA GAZPROM,
19674,30941,aka,GAZPROM TRANSGAZ SAMARA,
19674,30942,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SAMARA',
19675,30944,aka,GAZPROM KAPITAL,
19675,30945,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM KAPITAL',
19675,30946,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KAP INFIN,
19676,30948,aka,YAMALGAZINVEST,
19676,30949,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'YAMALGAZINVEST',
19677,30951,aka,GAZPROM DOBYCHA URENGOY,
19677,30952,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA URENGOI',
19678,30954,aka,GAZPROM GEOLOGORAZVEDKA,
19678,30955,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM GEOLOGORAZVEDKA',
19678,30956,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZPROM DOBYCHA KRASNOYARSK,
19681,30982,aka,GAZPROM TRANSGAZ MAKHACHKALA,
19681,30983,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ MAKHACHKALA,
19681,30984,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZPROM TRANSGAZ MAKHACHKALA,
19683,30997,aka,GAZPROM TRANSGAZ UFA,
19683,30999,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ UFA',
19683,31001,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU BASHTRANSGAZ OTKRYTOGO AKTSIONERNOGO OBSHCHESTVA GAZPROM,
19684,31004,aka,VOSTOKGAZPROM,
19684,31005,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VOSTOKGAZPROM',
19685,31011,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'LAZURNAYA',
19686,31013,aka,GAZPROM PROMGAZ,
19686,31014,aka,AKTSIONERNOE OBSHCHESTVO 'GAZPROM PROMGAZ',
19686,31015,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO GAZPROM PROMGAZ,
19687,31019,aka,KAMCHATGAZPROM,
19687,31020,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'KAMCHATGAZPROM',
19688,31036,aka,DALTRANSGAZ,
19688,31037,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'DALTRANSGAZ',
19690,31044,aka,DRUZHBA,
19690,31045,aka,AKTSIONERNOE OBSHCHESTVO 'DRUZHBA',
19691,31047,aka,KRASNOYARSKGAZPROM,
19691,31048,aka,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO 'KRASNOYARSKGAZPROM',
19692,31050,aka,ACHIM DEVELOPMENT,
19692,31051,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'ACHIM DEVELOPMENT',
19989,31527,aka,OPEN JOINT STOK COMPANY 'INSURANCE GROUP MCK',
19989,31528,aka,AKTSIONERNOE OBSHCHESTVO 'STRAKHOVAYA GRUPPA MSK',
19989,31529,aka,OAO 'STRACHOVAIYA GRUPPA MSK',
19989,31530,aka,PJSC 'INSURANCE GROUP MSK',
19990,31536,aka,BM PROJECT LLC,
19990,31538,aka,OOO BM PROECKT,
19990,31539,aka,LIMITED LIABILITY COMPANY 'BM PROYEKT',
19990,31540,aka,OBSHCHESTVO S ORGRANICHENNOI OTVETSTVENNOSTYU 'BM PROEKT',
19992,31547,aka,BALTECH LLC,
19992,31548,aka,OOO BALTECH,
19992,58566,aka,LIMITED LIABILITY CORPORATION BALTECH,
19992,58567,aka,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU BALTEKH,
19992,58568,aka,OOO BALTEKH,
19993,31550,aka,BM HOLDING LTD,
19993,31551,aka,BM HOLDING SA,
19997,31557,aka,BOM PROJECT FINANCING LIMITED,
19999,31560,aka,ZAO 'FINANSOVY ASSISTANT',
19999,31562,aka,CJSC 'FINANSOVY ASSISTANT',
20000,31564,aka,OPEN JOINT STOCK COMPANY 'BUMAZHNO-POLIGRAFICHESKOYE OBYEDINENIYE 'PECHATNIKI',
20000,31565,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'BUMAZHNO-POLIGRAFICHESKOE OBEDINENIE 'PECHATNIKI',
20001,31568,aka,OJSC UNITED COMPANY,
20001,31569,aka,OAO 'OBIDINENAIYA KOMANIYA',
20001,31570,aka,PJSC 'UNITED COMPANY',
20002,58272,aka,BMBANK JSC,
20002,58273,aka,PUBLICHNOYE JOINT-STOCK COMPANY BM BANK,
20002,58274,aka,LLC BM BANK,
20003,31579,aka,CLOSED JOINT-STOCK COMPANY 'LESPROMPROCESSING',
20003,31580,aka,LESPROMPROCESSING CJSC,
20003,31581,aka,CJSC LESPROMPROCESSING,
20003,31582,fka,LIKVIDATSIONNAYA KOMISSIYA ZAO 'LESPROMPROTSESSING' (RESHENIE O LIKVIDATSII I O LIKVIDATORE),
20005,31589,aka,OBSHCHESTVO S GRANICHENNOI OTVETSTVENNOSTYU 'RIELTSITI',
20005,31590,aka,LIMITED LIABILITY COMPANY 'RIELTSITI',
20005,31592,aka,OOO 'REALTCITY',
20006,31595,aka,JOINT STOCK COMPANY 'MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA',
20006,31596,aka,AKTSIONERNOE OBSHCHESTVO 'MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA',
20006,31597,aka,INTERNATIONAL MANAGEMENT COMPANY OJSC,
20006,31598,aka,OJSC INTERNATIONAL MANAGEMENT COMPANY,
20006,31599,fka,AKTSIONERNOE OBSHCHESTVO MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA,
20007,31601,aka,BM DIREKTSIYA LLC,
20007,31603,aka,LIMITED LIABILITY COMPANY 'BM-DIREKTSIYA',
20007,31605,aka,OOO 'BM-DIREKTSIYA',
20007,31607,aka,OBSHCHESTVO S ORGANICHENNOI OTVETSTVENNOSTYU 'BM-DIREKTSIYA',
20008,31604,aka,PJSC CHAIKA,
20008,31606,aka,OAO CHAIKA,
20008,31608,aka,CHAIKA OJSC,
20009,31610,aka,CJSC 'AUTOMATED BANKING TECHNOLOGIES',
20009,31611,aka,ZAO 'AVTOMATIZIROVANNIY BANKOVSKIY TECHNOLOGII',
