ent_num,alt_num,alt_type,alt_name,alt_remarks
20009,31612,aka,JOINT STOCK COMPANY 'AVTOMATIZIROVANNYYEE BANKOVSKIYE TEKHNOLOGII',
20294,32060,aka,CREDIT URAL BANK JOINT-STOCK COMPANY,
20294,32061,aka,KREDIT URAL BANK OTKRYTOE AKTSIONERNOE OBSHCHESTVO,
20294,32167,aka,BANK KUB AO,
20295,32064,aka,LIMITED LIABILITY COMPANY GAZKARDSERVIS,
20296,32066,aka,JSC GAZPROM-MEDIA HOLDING,
20296,32067,aka,JOINT-STOCK COMPANY GAZPROM-MEDIA HOLDING,
20297,32069,aka,CLOSED JOINT-STOCK COMPANY GAZPROMBANK LIZING,
20298,32071,aka,GAZPROMBANK ASSET MANAGEMENT ZAO,
20298,32072,aka,CLOSED JOINT-STOCK COMPANY GAZPROMBANK-UPRAVLENIE AKTIVAMI,
20299,32074,aka,LIMITED LIABILITY COMPANY GPB-FAKTORING,
20300,32076,aka,LIMITED LIABILITY COMPANY GAZPROMBANK-INVEST,
20301,32078,aka,CLOSED JOINT-STOCK COMPANY NOVYE FINANSOVYE TEKHNOLOGII,
20301,32079,aka,ZAO NOVYE FINANSOVYE TEKHNOLOGII,
20302,32083,aka,AO PROIZVODSTVENNOE OBYEDINENIE 'URALENERGOMONTAZH',
20303,32085,aka,JOINT-STOCK BANK GPB-MORTGAGE CLOSED JOINT STOCK COMPANY,
20303,32086,aka,"GPB-IPOTEKA OAO, AB",
20304,32088,aka,IZ-KARTEX NAMED AFTER P.G. KOROBKOV LTD,
20305,32090,aka,OPEN JOINT STOCK COMPANY IZHORSKIE ZAVODY,
20306,32092,aka,CRYOGENMASH,
20306,32093,aka,OPEN JOINT-STOCK COMPANY KRIOGENNOGO MASHINOSTROYENIA,
20306,69832,aka,PUBLICHNOE AKTSIONERNOE OBSCHESTVO KRIOGENNOGO MASHINOSTROENIYA,
20306,69833,aka,CRYOGENMASH JOINT STOCK COMPANY,
20306,69835,fka,OPEN JOINT STOCK COMPANY CRYOGENMASH,
20307,32095,aka,OBYEDINYONNYE MASHINOSTROITELNYE ZAVODY (GRUPPA URALMASH-IZHORA),
20308,32097,aka,LIMITED LIABILITY COMPANY OMZ-SPETSSTAL,
20308,32098,aka,OMZ-SPECIAL STEELS,
20309,32100,aka,URALMASHPLANT,
20311,32103,aka,ARMENIAN-RUSSIAN EXPORT-IMPORT BANK-GAZPROMBANK GROUP CLOSED JOINT-STOCK COMPANY,
20313,32188,aka,CENTREX EUROPE ENERGY & GAS AG,
20314,32107,aka,SIRITIA VENTURES LTD,
20318,32187,aka,NAGELFAR TRADE & INVEST LIMITED,
20621,32576,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TORGOVY' DOM 'AGROTORG',
20621,32577,aka,TRADING COMPANY 'AGROTORG' LTD.,
20640,32579,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'RASSVET',
20640,32580,aka,OAO 'RASSVET',
20640,32581,aka,OPEN JOINT STOCK COMPANY 'RASSVET',
20640,32582,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO RASSVET,
20660,32597,aka,AKTSIONERNOE OBSHCHESTVO 'AGROKREDIT-INFORM',
20660,32598,aka,CLOSED JOINT-STOCK COMPANY 'AGROCREDIT-INFORM',
20661,32600,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'UMANSKI ELEVATOR',
20661,32601,aka,OPEN JOINT STOCK COMPANY 'UMANSKIY ELEVATOR',
20661,32602,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA UMANSKI ELEVATOR,
20662,32604,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'BELOGLINSKI ELEVATOR',
20662,32605,aka,OAO 'BELOGLINSKI ELEVATOR',
20662,32606,aka,OPEN JOINT STOCK COMPANY 'BELOGLINSKIY ELEVATOR',
20662,32607,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA BELOGLINSKI ELEVATOR,
20665,32618,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'LADOZHSKI ELEVATOR',
20665,32620,aka,OAO 'LADOZHSKI ELEVATOR',
20665,32621,aka,OPEN JOINT STOCK COMPANY 'LADOGSKIY ELEVATOR',
20665,32623,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA LADOZHSKI ELEVATOR,
20666,32629,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VELICHKOVSKI ELEVATOR',
20666,32630,aka,OPEN JOINT STOCK COMPANY 'VELICHKOVSKIY ELEVATOR',
20666,32631,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA VELICHKOVSKI ELEVATOR,
20667,32633,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'EYANSKI ELEVATOR',
20667,32634,aka,OPEN JOINT STOCK COMPANY 'EYANSKI ELEVATOR',
20667,32635,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA EYANSKI ELEVATOR,
20668,32637,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'KHOMYAKOVSKI KHLADOKOMBINAT',
20668,32638,aka,CLOSED JOINT STOCK COMPANY 'HOMIAKOVSKIY COLD STORAGE COMPLEX',
20668,32639,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO KHOMYAKOVSKI KHLADOKOMBINAT,
20669,32641,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'MALOROSSISKI ELEVATOR',
20669,32642,aka,OPEN JOINT STOCK COMPANY 'MALOROSSIYSKIY ELEVATOR',
20669,32643,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA MALOROSSISKI ELEVATOR RUS,
20670,32645,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'KRYLOVSKI ELVATOR',
20670,32646,aka,OAO 'KRYLOVSKI ELEVATOR',
20670,32647,aka,OPEN JOINT STOCK COMPANY 'KRYLOVSKIY ELEVATOR',
20670,32648,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA KRYLOVSKI ELEVATOR,
20671,32650,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'ROVNENSKI ELEVATOR',
20671,32651,aka,OAO 'ROVNENSKI ELEVATOR',
20671,32652,aka,OPEN JOINT STOCK COMPANY 'ROVNENSKIY ELEVATOR',
20671,32653,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA ROVNENSKI ELEVATOR,
20672,32655,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'STEPNYANSKI ELEVATOR',
20672,32656,aka,OAO 'STEPNYANSKI ELEVATOR',
20672,32657,aka,OPEN JOINT STOCK COMPANY 'STEPNYANSIKY ELEVATOR',
20672,32658,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA STEPNYANSKI ELEVATOR,
20673,32660,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'ALBASHSKI ELEVATOR',
20673,32661,aka,OAO 'ALBASHSKI ELEVATOR',
20673,32662,aka,OPEN JOINT STOCK COMPANY 'ALBASHSKIY ELEVATOR',
20673,32663,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA ALBASHKI ELEVATOR,
20675,32666,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-UST-LUGA',
20675,32667,aka,OOO 'NOVATEK-UST-LUGA',
20676,32669,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'SHERVUD PREMER',
20676,32670,aka,SHERVUD PREMIER OOO,
20677,32672,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TARKOSALENEFTEGAZ',
20677,32673,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PUR LEND,
20677,32840,aka,OOO NOVATEK-TARKOSALENEFTGAS,
20678,32675,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK SEVERO-ZAPAD',
20678,32676,aka,LIMITED LIABILITY COMPANY 'NOVATEK NORTH-WEST',
20678,32816,aka,OOO NOVATEK SEVERO-ZAPAD,
20679,32678,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-PUROVSKI ZPK',
20679,32679,fka,NOVA ZPK OOO,
20679,32841,aka,OOO NOVATEK-PUROVSKY ZPK,
20680,32681,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TRANSERVIS',
20680,32838,aka,OOO NOVATEK-TRANSERVICE,
20681,32683,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-PERM',
20681,32684,aka,OOO 'NOVATEK-PERM',
20683,32688,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK- CHELYABINSK',
20683,32689,fka,YAMALGAZRESURS-CHELYABINSK OOO,
20683,32839,aka,OOO NOVATEK-CHELYABINSK,
20684,32691,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-YARSALENEFTEGAZ',
20685,32693,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-KOSTROMA',
20685,32694,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KOSTROMSKAYA REGIONALNAYA KOMPANIYA PO REALIZATSII GAZA,
20685,32837,aka,OOO NOVATEK-KOSTROMA,
20686,32842,aka,ZAO TERNEFTGAS,
20687,32697,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'YARGEO',
20687,32843,aka,OOO YARGEO,
22383,35192,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT FINANS',
22383,35193,aka,TRANSNEFT FINANCE LIMITED,
22383,35194,aka,LIMITED LIABILITY COMPANY 'TRANSNEFT FINANS',
22384,35196,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT - MEDIA',
22384,35197,aka,LLC 'TRANSPRESS',
22384,35198,aka,LIMITED LIABILITY COMPANY 'TRANSPRESS',
22385,35200,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PRIVOLGA',
22385,35201,aka,JSC PRIVOLZHSKNEFTEPROVOD,
22385,35202,aka,OPEN JOINT-STOCK COMPANY 'PRIVOLZHSK OIL TRUNK PIPELINES',
22386,35204,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - SIBIR',
22386,35205,aka,"TRANSNEFT SIBIRIA, JSC",
22386,35206,aka,JSC SIBNEFTEPROVOD,
22386,35207,aka,OPEN JOINT-STOCK COMPANY 'SIBNEFTEPROVOD',
22387,35209,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'DALNEVOSTOCHNAYA STROITELNAYA DIREKTSIYA',
22387,35211,aka,LIMITED LIABILITY COMPANY 'FAR EAST CONSTRUCTION DIRECTION',
22388,35213,aka,AKTSIONERNOE OBSHCHESTVO 'SVYAZ OBEKTOV TRANSPORTA I DOBYCHI NEFTI',
22388,35214,aka,JSC 'SVYAZTRANSNEFT',
22388,35215,aka,OPEN JOINT-STOCK COMPANY 'COMMUNICATION OF THE OBJECTS OF OIL TRANSPORTATION AND EXTRACTION',
22389,35217,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - URAL',
22389,35218,aka,JSC 'URALSIBNEFTEPROVOD',
22389,35219,aka,OPEN JOINT-STOCK COMPANY 'CHERNYAEV URAL-SIBERIAN OIL TRUNK PIPELINES',
22390,35221,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTEPRODUKT',
22390,35222,aka,TRANSNEFTEPRODUCT JOINT-STOCK CO,
22390,35223,aka,JSC 'TRANSNEFTEPRODUKT',
22390,35224,aka,OPEN JOINT-STOCK COMPANY 'TRANSNEFTEPRODUKT',
22390,35225,fka,AKTSIONERNOE OBSHCHESTVO AKTSIONERNAYA KOMPANIYA TRUBOPROVODNOGO TRANSPORTA NEFTEPRODUKTOV TRANSNEFTEPRODUKT,
22391,35227,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DRUZHBA',
22391,35228,aka,JSC 'DRUZHBA',
22391,35229,aka,OPEN JOINT-STOCK COMPANY 'OIL TRUNK PIPELINES 'DRUZHBA'',
22392,35231,aka,AKTSIONERNOE OBSHCHESTVO 'INSTITUT PO PROEKTIROVANIYU MAGISTRALNYKH TRUBOPROVODOV',
22392,35232,aka,OJSC 'GIPROTRUBOPROVOD',
22392,35233,aka,OPEN JOINT-STOCK COMPANY 'INSTITUTE ON PLANNING OF OIL TRUNK PIPELINES',
22393,35235,aka,AKTSIONERNOE OBSHCHESTVO 'CHERNOMORSKIE MAGISTRALNYE NEFTEPROVODY',
22393,35236,aka,JSC 'CHERNOMORTRANSNEFT',
22393,35237,aka,OPEN JOINT-STOCK COMPANY 'BLACK SEA OIL TRUNK PIPELINES',
22394,35239,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TSENTR UPRAVLENIYA PROEKTOM 'VOSTOCHNAYA SIBIR - TIKHI OKEAN',
22394,35240,aka,LLC TSUP VSTO,
22394,35241,aka,LIMITED LIABILITY COMPANY 'CENTRE OF MANAGEMENT OF THE PROJECT EASTERN SIBERIA-PACIFIC OCEAN',
22395,35243,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - TSENTRALNAYA SIBIR',
22395,35244,aka,JSC 'TSENTRSIBNEFTEPROVOD',
22395,35245,aka,OPEN JOINT-STOCK COMPANY 'OIL TRUNK PIPELINES OF CENTRAL SIBERIA',
22396,35247,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - SEVER',
22396,35249,aka,OPEN JOINT-STOCK COMPANY 'NORTH OIL TRUNK PIPELINES',
22397,35251,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT-OKHRANA',
22398,35253,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PODVODSERVIS',
22398,35254,aka,JSC 'VOLZHSKY PODVODNIK',
22398,35255,aka,OPEN JOINT-STOCK COMPANY 'VOLZHSKY PODVODNIK',
22399,35257,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DIASKAN',
22399,35258,aka,JSC 'TRANSNEFT-DIASCAN',
22399,35259,aka,JSC CTD 'DIASKAN',
22399,35260,aka,OPEN JOINT-STOCK COMPANY 'CENTRE OF TECHNICAL DIAGNOSTICS',
22400,35262,aka,AKTSIONERNOE OBSHCHESTVO 'NEGOSUDARSTVENNY PENSIONNY FOND 'TRANSNEFT',
22401,35264,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTMETROLOGIYA',
22401,35265,aka,CJSC 'CENTRE MO',
22401,35266,aka,CLOSED JOINT-STOCK COMPANY 'CENTRE OF METROLOGICAL PROVISION',
22402,35268,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - PRIKAME',
22402,35269,aka,TRANSNEFT-PRIKAMYE AO,
22402,35270,aka,JSC 'SZMN',
22402,35271,aka,OPEN JOINT-STOCK COMPANY 'NORTH-WESTERN OIL TRUNK PIPELINES',
23552,37105,aka,LLC LENGIPRONEFTEKHIM,
23552,37106,aka,LIMITED LIABILITY COMPANY OIL REFINING AND PETROCHEMICAL FACILITIES DESIGN INSTITUTE,
23552,37107,aka,"INSTITUT PO PROEKTIROVANIYU PREDPRIYATY NEFTEPERERABATYVAYUSCHEY I NEFTEKHIMICHESKOY PROMYSHLENNOSTI, LIMITED LIABILITY COMPANY",
23554,37119,aka,"SURGUTMEBEL, LLC",
23554,37120,aka,LLC SURGUTMEBEL,
23554,37121,aka,LLC SYRGUTMEBEL,
23554,37122,aka,LIMITED LIABILITY COMPANY SYRGUTMEBEL,
23557,37125,aka,LLC MEDIA-INVEST,
23557,37126,aka,LIMITED LIABILITY COMPANY MEDIA-INVEST,
23559,37130,aka,LLC PSKOVNEFTEPRODUCT,
23559,37131,aka,LIMITED LIABILITY COMPANY MARKETING ASSOCIATION PSKOVNEFTEPRODUCT,
23562,37138,aka,LLC NOVGORODNEFTEPRODUCT,
23562,37139,aka,NOVGORODNEFTEPRODUKT LLC,
23562,37140,aka,LIMITED LIABILITY COMPANY NOVGORODNEFTEPRODUCT,
23566,37153,aka,OJSC SOVKHOZ CHERVISHEVSKY,
23566,37154,aka,"SOVKHOZ CHERVISHEVSKY, JSC",
23566,37155,aka,OPEN JOINT STOCK COMPANY SOVKHOZ CHERVISHEVSKY,
23568,37158,aka,LLC KINEF,
23568,37159,aka,"KINEF, LLC",
23568,37160,aka,LIMITED LIABILITY COMPANY PRODUCTION ASSOCIATION KIRISHINEFTEORGSINTEZ,
23569,37162,aka,KALININGRADNEFTEPRODUKT LLC,
23569,37163,aka,LLC KALININGRADNEFTEPRODUCT,
23569,37164,aka,LIMITED LIABILITY COMPANY KALININGRADNEFTEPRODUCT,
23570,37166,aka,LLC MA TVERNEFTEPRODUCT,
23570,37167,aka,LIMITED LIABILITY COMPANY MARKETING ASSOCIATION TVERNEFTEPRODUCT,
23571,37169,aka,LLC INSURANCE COMPANY SURGUTNEFTEGAS,
23571,37170,aka,"INSURANCE COMPANY SURGUTNEFTEGAS, LLC",
23571,37171,aka,LIMITED LIABILITY COMPANY INSURANCE COMPANY SURGUTNEFTEGAS,
23572,37173,aka,LLC KIRISHIAVTOSERVIS,
23572,37174,aka,LIMITED LIABILITY COMPANY KIRISHIAVTOSERVIS,
23577,37183,aka,CLOSED JOINT STOCK COMPANY SURGUTNEFTEGASBANK (ZAO SNGB),
23577,37184,aka,JOINT STOCK COMPANY SURGUTNEFTEGASBANK,
23577,37185,aka,JSC BANK SNGB,
27016,42778,aka,DEFENSE INDUSTRIES PRESIDENCY,
27016,42779,fka,UNDERSECRETARIAT FOR DEFENSE INDUSTRIES,
30882,50530,aka,CHINA TELECOM,
30882,50531,aka,"CHINA TELECOM CO., LTD",
30882,50532,aka,CHINA TELECOM CORP LTD,
30902,48589,aka,AERO ENGINE CORP OF CHINA,
30902,50454,aka,"CHINA AVIATION ENGINE GROUP CO., LTD",
30923,50613,aka,CHINA MOBILE LTD,
30924,50615,fka,CHINA UNICOM LIMITED,
30925,50464,aka,AVIATION INDUSTRY CORP OF CHINA,
30925,50466,aka,AVIATION INDUSTRY OF CHINA,
30926,50614,aka,CNOOC LTD,
30928,48621,aka,CHINA AEROSPACE SCIENCE AND INDUSTRY CORPORATION,
30928,50495,aka,CASIC,
30930,48627,aka,CHINA COMMUNICATIONS CONSTRUCTION CO LTD,
30930,50525,aka,CHINA COMMUNICATIONS CONSTRUCTION COMPANY LTD,
30930,50526,aka,CHINA COMMUNICATIONS CONSTR CO LTD,
30933,48632,aka,"CHINA SOUTH INDUSTRIES GROUP CO., LTD.",
30934,50487,aka,CHINA SPACESAT,
30937,48642,aka,CHINA GENERAL NUCLEAR POWER CORP,
30938,48644,aka,CHINA STATE SHIPBUILDING CORPORATION,
30938,50514,aka,CHINA SHIPBUILDING CORPORATION,
30938,50517,aka,CHINA STATE SHIPBUILDING CORPORATION CO. LTD,
30939,48646,aka,CHINA TELECOM,
30939,48647,aka,"CHINA TELECOM GROUP CO., LTD.",
30942,48654,aka,CHINA UNITED NETWORK COMMUNICATIONS GROUP COMPANY LIMITED,
30942,50528,aka,CHINA UNICOM,
30942,50529,fka,CHINA UNITED TELECOMMUNICATIONS CORPORATION,
30944,48665,aka,CHINA MOBILE,
30946,48662,aka,HIKVISION,
30946,48893,aka,HANGZHOU HIKVISION DIGITAL TECHNOLOGY,
30947,48664,aka,HUAWEI INVESTMENT & HOLDING CO LTD,
30949,48671,aka,INSPUR GROUP,
30950,50488,aka,PANDA ELECTRONICS GROUP LIMITED,
30951,48676,aka,SEMICONDUCTOR MFG INTL CORP,
30951,50629,aka,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION LIMITED,
30951,50630,aka,"SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION CO., LTD",
30954,48890,aka,CHINA NATIONAL NUCLEAR CORP,
30956,48894,aka,CHINA NATIONAL OFFSHORE OIL CORP.,
30956,50504,aka,CNOOC,
30957,48687,aka,NORINCO,
30957,48688,aka,CHINA NORTH INDUSTRIES GROUP CORPORATION,
30957,50489,aka,NORINCO GROUP,
30957,50520,aka,CHINA NORTH INDUSTRIES GROUP CO. LTD,
30958,48690,aka,CHINA NUCLEAR ENGINEERING & CONSTRUCTION CORP LTD,
30958,50553,aka,CHINA NATIONAL ENGINEERING & CONSTRUCTION CORPORATION LIMITED,
31695,49722,aka,"BANK ROSSI, FEDERAL STATE BUDGETARY INSTITUTION",
31695,49723,aka,BANK OF RUSSIA,
31695,49724,aka,"BANK OF RUSSIA, CENTRAL BANK",
31695,49725,aka,TSENTRALNY BANK ROSSISKOI FEDERATSII,
31695,49726,aka,CENTRAL BANK OF RUSSIA,
32028,50234,aka,"ANHUI GREAT WALL MILITARY INDUSTRY CO., LTD",
32028,50236,aka,"ANHUI GREATWALL MILITARY INDUSTRY CO., LTD.",
32028,50237,aka,GREATWALL MILITARY,
32028,50238,aka,GREATWALL MILITARY INDUSTRY,
32052,50272,aka,AVIC XIAN AIRCRAFT INDUSTRY GROUP CO LTD,
32052,50273,aka,XI'AN AIRCRAFT INDUSTRY GROUP CO LTD,
32052,50274,aka,"AVIC AIRCRAFT CO., LTD.",
32052,50275,aka,XI'AN AIRCRAFT INDUSTRIAL CORP.,
32053,50277,aka,"AVIC HEAVY MACHINERY CO., LTD.",
32053,50278,fka,"GUIZHOU LIYUAN HYDRAULIC CO., LTD.",
32053,50279,fka,"GUIZHOU LIYUAN HYDRAULIC COMPONENTS CO., LTD.",
32055,50298,aka,JONHON,
32056,50301,aka,SHENYANG AIRCRAFT CO. LTD.,
32056,50302,fka,"DONGAN HEIBAO CO., LTD.",
32069,50321,aka,CHINA SATCOM,
32072,50330,aka,CHINA COMMUNICATIONS CONSTRUCTION GROUP (LTD),
32072,50332,aka,CHINA COMMUNICATIONS GROUP CO. LTD,
32072,50333,aka,CHINA COMMUNICATIONS GROUP COMPANY LIMITED,
32073,50336,aka,"AEROSPACE COMMUNICATIONS HOLDINGS CO., LTD.",
32073,50337,aka,AEROCOM,
32073,50339,fka,AEROSPACE COMMUNICATIONS HOLDINGS COMPANY LIMITED,
32077,50348,aka,TORCH ELECTRON,
32078,50350,aka,FIRMACO,
32078,50351,fka,BAOTOU BEIFANG CHUANGYE COMPANY LIMITED,
32079,50353,aka,COMEC,
32079,50354,fka,GUANGZHOU SHIPYARD INTERNATIONAL COMPANY LIMITED,
32082,50358,aka,"AVIC AVIATION HIGH-TECHNOLOGY CO., LTD.",
32082,50359,aka,AVIC HI-TECH,
32082,50360,fka,TONTEC TECHNOLOGY INVESTMENT GROUP COMPANY LIMITED,
32084,50364,fka,ZHEJIANG NANYANG TECHNOLOGY COMPANY LIMITED,
32085,50368,fka,LONG MARCH LAUNCH VEHICLE TECHNOLOGY COMPANY LIMITED,
32087,50372,aka,"HUAWEI INVESTMENT AND HOLDING CO., LTD.",
32089,50376,aka,PROVEN GLORY,
32090,50378,aka,"CHINA AVIONICS SYSTEMS CO., LTD",
32090,50379,aka,AVIC AVIONICS,
32090,50381,fka,"CHINA AVIC ELECTRONICS CO., LTD",
32090,50382,fka,CHINA AVIC ELECTRONICS COMPANY LIMITED,
32091,50383,aka,PROVEN HONOUR CAPITAL LTD,
32091,50384,aka,PROVEN HONOUR,
32100,50411,aka,CHINA SHIPBUILDING INDUSTRY CO LTD,
32102,50417,aka,"CHANGSHA JINGJIA MICROELECTRONICS CO., LTD",
32102,50418,aka,JINGJIA MICRO,
32103,50420,aka,CHINA MARINE INFORMATION ELECTRONICS CO LTD,
32103,50421,fka,"CHINA SHIPBUILDING INDUSTRY GROUP MARINE DEFENSE AND INFORMATION CONFRONTATION CO., LTD.",
32103,50422,fka,CEC CORECAST CORPORATION LIMITED,
32106,50427,aka,CHINA SHIPBUILDING INDUSTRY GROUP POWER CO LTD,
32106,50428,aka,CHINA SHIPBUILDING INDUSTRY GROUP POWER,
32106,50429,aka,CSIC POWER,
32106,50431,fka,"FENGFAN CO., LTD.",
32107,50433,aka,COSTAR GROUP CO,
32107,50434,fka,"LIDA OPTICAL & ELECTRONIC CO., LTD.",
32128,50482,aka,NANJING PANDA ELECTRONIC CO. LTD.,
32128,50483,aka,NANJING PANDA ELECTR. CO. LTD.,
32128,50484,aka,NANJING PANDA,
32129,50497,aka,AEROSUN CORP.,
32129,50498,aka,AEROSUN,
32130,50500,fka,"BEIJING NORTH PHENIX INTELLIGENCE TECHNOLOGY CO., LTD.",
32130,50501,fka,"CHINA NORTH OPTICAL-ELECTRICAL TECHNOLOGY CO., LTD.",
32131,50503,aka,"SHAANXI ZHONGTIAN ROCKET TECHNOLOGY CO., LTD",
32153,50519,aka,"ZHONGHANG ELECTRONIC MEASURING INSTRUMENTS CO., LTD",
32153,50521,aka,ZEMIC,
32153,50523,aka,AVIC ZEMIC,
33114,52095,aka,SENSETIME GROUP LTD,
33894,53113,aka,"LEON TECHNOLOGY CO., LTD.",
33895,53116,aka,"NETPOSA TECHNOLOGIES, LTD.",
33895,53117,aka,NETPOSA,
34556,54107,aka,ROSTELEKOM PJSC,
34556,54108,aka,PJSC ROSTELECOM,
34556,54109,aka,PUBLICHNOE AKTSIONERNOY OBSHCHESTVO ROSTELEKOM,
34556,54110,aka,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO ROSTELEKOM,
34556,54111,aka,ROSTELECOM,
34556,54112,fka,PAO MEZHDUGORODNOI I MEZHDUNARODNOI ELEKTRICHESKOI SVYAZI ROSTELEKOM,
34578,54302,aka,PUBLIC JOINT-STOCK COMPANY FEDERAL HYDRO-GENERATING COMPANY - RUSHYDRO,
34578,54303,aka,FEDERAL HYDRO-GENERATING COMPANY RUSHYDRO PAO,
34578,54304,aka,PUBLICHNOE AKTSIONERNOE OBSCHESTVO FEDERALNAYA GYDROGENERIRUYUSCHAYA KOMPANIYA-RUSGYDRO,
34578,54305,aka,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO FEDERALNAYA GIDROGENERIRUYUSHCHAYA KOMPANIYA - RUSGIDRO,
34578,54306,aka,"RUSGIDRO, PAO",
34578,54309,fka,FEDERAL HYDRO-GENERATING COMPANY RUSHYDRO OAO,
34578,54310,fka,GIDROOGK OAO,
34578,54312,fka,OTKRYTOE AKTSIONERNOE OBSCHESTVO FEDERALNAYA GYDROGENERIRUYUSCHAYA KOMPANIYA-RUSGYDRO,
34736,54467,aka,JSC RUSSIAN RAILWAYS,
34736,54468,aka,RUSSIAN RAILWAYS JSC,
34736,54469,aka,RUSSIAN RAILWAYS,
